Date,Open,High,Low,Close,Volume
2019-04-16,97.12,97.88,95.66,96.42,475025
2019-04-17,97.1,98.04,94.44,95.37,587469
2019-04-18,95.26,95.99,94.93,95.66,212097
2019-04-19,95.23,95.75,93.49,94.01,401154
2019-04-22,94.71,95.47,94.39,95.15,575444
2019-04-23,96.7,97.29,93.21,93.78,2181726
2019-04-24,95.38,96.03,91.85,92.48,898969
2019-04-25,93.53,94.16,91.72,92.35,122077
2019-04-26,91.47,91.87,89.69,90.08,521193
2019-04-29,90.7,91.37,89.43,90.09,150557
2019-04-30,90.59,91.41,88.56,89.37,446915
2019-05-01,88.99,90.47,88.26,89.73,199019
2019-05-02,90.17,90.45,89.36,89.64,311202
2019-05-03,89.95,91.11,89.42,90.58,310618
2019-05-06,89.69,90.45,88.92,89.68,689479
2019-05-07,89.31,91.01,88.82,90.51,245731
2019-05-08,89.96,90.88,89.62,90.53,219493
2019-05-09,91.53,92.34,89.23,90.02,201309
2019-05-10,91.22,92.03,89.47,90.26,97190
2019-05-13,90.95,91.47,88.98,89.49,398064
2019-05-14,90.67,91.22,88.38,88.92,225021
2019-05-15,89.03,89.76,87.66,88.4,196862
2019-05-16,88.59,89.2,87.98,88.59,88910
2019-05-17,88.59,88.86,88.23,88.5,206128
2019-05-20,88.41,89.28,85.56,86.41,957152
2019-05-21,86.85,88.65,86.05,87.84,480899
2019-05-22,86.92,90.19,86.35,89.6,445341
2019-05-23,88.71,89.31,88.37,88.97,261529
2019-05-24,88.78,90.38,88.25,89.84,559568
2019-05-27,89.43,91.26,88.61,90.43,188782
2019-05-28,89.38,90.37,89.03,90.01,301731
2019-05-29,90.81,91.7,88.95,89.83,171186
2019-05-30,91.12,91.42,90.64,90.94,688269
2019-05-31,91.58,92.16,88.75,89.32,857069
2019-06-03,89.24,90.95,88.47,90.17,328770
2019-06-04,90.47,91.95,90.0,91.48,332838
2019-06-05,91.56,92.01,90.4,90.84,303010
2019-06-06,90.7,93.28,89.83,92.39,464446
2019-06-07,91.59,93.61,91.23,93.25,212199
2019-06-10,93.04,94.97,92.51,94.43,294430
2019-06-11,94.61,95.33,93.64,94.36,177783
2019-06-12,94.01,94.51,92.78,93.28,461334
2019-06-13,93.54,94.0,92.44,92.9,338762
2019-06-14,93.24,93.59,90.24,90.57,993881
2019-06-17,90.31,90.81,89.25,89.74,309588
2019-06-18,89.59,91.08,88.96,90.44,226982
2019-06-19,89.6,90.34,88.86,89.6,271515
2019-06-20,89.8,90.33,89.48,90.0,649440
2019-06-21,89.72,92.46,89.38,92.12,808256
2019-06-24,91.84,92.4,91.02,91.58,354146
2019-06-25,92.44,93.0,91.38,91.94,356552
2019-06-26,91.51,92.03,89.86,90.37,360956
2019-06-27,91.16,92.02,90.5,91.36,249714
2019-06-28,91.98,93.25,91.08,92.35,642837
2019-07-01,92.5,92.82,91.37,91.69,386229
2019-07-02,92.05,92.64,90.14,90.71,569887
2019-07-03,90.72,91.22,89.8,90.28,166380
2019-07-04,90.27,91.13,88.18,89.03,473310
2019-07-05,90.1,90.43,89.28,89.61,111112
2019-07-08,89.73,91.13,89.31,90.7,399575
2019-07-09,90.85,91.48,90.21,90.84,440281
2019-07-10,90.6,90.94,88.68,89.02,810886
2019-07-11,89.1,91.35,88.42,90.67,753698
2019-07-12,90.28,92.06,89.42,91.18,297425
2019-07-15,90.92,92.05,90.32,91.44,212282
2019-07-16,91.57,91.99,89.4,89.81,311392
2019-07-17,89.76,90.55,88.93,89.72,166397
2019-07-18,89.57,90.66,88.69,89.78,177337
2019-07-19,89.33,90.52,88.72,89.91,223613
2019-07-22,90.09,91.12,89.5,90.52,458687
2019-07-23,90.54,91.32,88.9,89.68,230426
2019-07-24,89.52,90.05,88.69,89.21,311024
2019-07-25,89.44,90.13,87.78,88.47,240666
2019-07-26,88.49,89.16,87.58,88.26,199289
2019-07-29,88.2,89.0,85.69,86.47,699210
2019-07-30,87.03,87.74,86.73,87.43,1953871
2019-07-31,87.98,88.8,87.1,87.92,725271
2019-08-01,88.28,88.99,87.99,88.7,310222
2019-08-02,88.58,89.01,88.13,88.56,232651
2019-08-05,88.32,89.43,87.76,88.86,389726
2019-08-06,89.59,90.27,87.71,88.38,342185
2019-08-07,89.19,90.61,88.58,89.99,494791
2019-08-08,90.87,91.3,88.32,88.74,512816
2019-08-09,87.85,88.58,86.67,87.4,405642
2019-08-12,87.74,88.13,86.9,87.28,181128
2019-08-13,86.81,88.0,86.28,87.47,198880
2019-08-14,87.88,90.26,87.48,89.85,568582
2019-08-15,90.4,91.81,89.54,90.94,230035
2019-08-16,90.52,92.0,90.05,91.52,242552
2019-08-19,91.83,92.67,89.8,90.63,175940
2019-08-20,90.67,90.99,89.33,89.65,360425
2019-08-21,89.72,90.17,88.23,88.67,492318
2019-08-22,88.4,90.27,87.61,89.47,1054278
2019-08-23,89.36,90.83,88.98,90.45,263001
2019-08-26,90.25,91.77,89.86,91.37,500146
2019-08-27,91.3,92.08,89.64,90.41,202140
2019-08-28,90.02,90.82,88.18,88.97,803183
2019-08-29,88.75,89.52,88.31,89.07,121075
2019-08-30,88.71,89.91,88.37,89.56,302629
2019-09-02,89.28,90.2,88.87,89.79,134884
2019-09-03,88.97,91.36,88.23,90.6,257633
2019-09-04,90.99,92.12,90.35,91.47,257005
2019-09-05,92.31,93.18,91.93,92.8,219416
2019-09-06,92.77,94.24,92.17,93.64,249206
2019-09-09,93.53,93.87,91.62,91.96,329798
2019-09-10,92.48,92.94,90.82,91.27,236528
2019-09-11,92.1,92.99,90.18,91.06,132291
2019-09-12,90.85,93.48,90.38,93.0,735603
2019-09-13,92.38,92.96,91.7,92.29,369830
2019-09-16,92.54,93.41,91.11,91.98,171594
2019-09-17,92.31,92.9,91.17,91.76,378146
2019-09-18,92.14,93.34,91.32,92.52,203971
2019-09-19,91.93,92.54,91.59,92.2,109448
2019-09-20,92.3,93.05,91.77,92.51,148554
2019-09-23,91.99,92.5,90.58,91.09,485616
2019-09-24,91.29,91.73,90.77,91.2,313605
2019-09-25,91.19,92.91,90.73,92.45,445208
2019-09-26,92.98,93.55,92.49,93.06,305755
2019-09-27,93.41,93.81,92.44,92.84,168064
2019-09-30,92.97,94.37,92.37,93.77,727311
2019-10-01,94.2,95.57,93.33,94.69,376224
2019-10-02,95.0,95.79,94.37,95.15,409081
2019-10-03,95.28,96.31,94.9,95.92,385532
2019-10-04,95.08,97.48,94.7,97.09,475505
2019-10-07,97.36,98.2,95.48,96.31,955357
2019-10-08,96.96,97.26,95.37,95.67,215044
2019-10-09,95.91,96.99,95.33,96.4,367885
2019-10-10,96.7,98.71,96.31,98.31,364520
2019-10-11,97.99,98.9,97.3,98.21,205619
2019-10-14,98.48,99.08,96.49,97.09,226123
2019-10-15,96.71,98.94,96.25,98.47,733351
2019-10-16,97.52,98.57,97.09,98.13,244475
2019-10-17,98.24,98.82,97.12,97.7,195068
2019-10-18,98.63,99.22,94.56,95.12,726994
2019-10-21,94.21,95.34,93.87,95.0,503983
2019-10-22,95.88,96.45,95.1,95.67,141860
2019-10-23,95.81,96.62,93.8,94.6,523032
2019-10-24,93.51,96.37,92.73,95.57,963762
2019-10-25,95.17,95.87,93.76,94.46,304141
2019-10-28,94.82,95.2,93.42,93.8,125246
2019-10-29,94.35,94.64,92.49,92.77,297931
2019-10-30,92.71,93.25,91.27,91.81,228518
2019-10-31,91.5,92.33,89.43,90.25,866927
2019-11-01,90.93,91.63,89.18,89.87,253067
2019-11-04,90.46,91.22,88.66,89.42,516131
2019-11-05,89.18,89.73,88.53,89.07,293203
2019-11-06,88.88,90.06,88.06,89.23,274742
2019-11-07,89.23,89.87,86.89,87.51,199900
2019-11-08,87.51,88.74,86.73,87.95,205948
2019-11-11,87.76,88.9,87.35,88.49,252138
2019-11-12,89.27,90.02,87.54,88.29,333386
2019-11-13,88.73,89.51,88.04,88.82,282981
2019-11-14,88.42,89.2,87.92,88.7,83428
2019-11-15,88.18,91.25,87.46,90.5,714310
2019-11-18,90.11,91.93,89.76,91.57,237871
2019-11-19,92.08,93.01,91.46,92.39,501667
2019-11-20,92.92,93.65,90.23,90.94,569677
2019-11-21,90.11,91.67,89.37,90.92,123430
2019-11-22,91.91,92.66,90.88,91.62,440754
2019-11-25,91.5,93.41,90.68,92.59,433573
2019-11-26,92.94,93.54,91.91,92.51,106199
2019-11-27,93.16,95.43,92.37,94.62,666093
2019-11-28,94.31,95.88,93.55,95.11,505385
2019-11-29,95.13,95.58,94.01,94.45,697021
2019-12-02,94.79,95.57,92.98,93.76,156385
2019-12-03,92.93,95.17,92.11,94.34,155465
2019-12-04,94.09,95.55,93.76,95.22,413409
2019-12-05,95.22,96.35,94.73,95.86,199545
2019-12-06,96.36,97.05,95.01,95.69,178332
2019-12-09,95.81,97.88,94.85,96.91,259399
2019-12-10,96.94,97.83,94.46,95.34,773853
2019-12-11,95.61,96.31,94.04,94.73,312186
2019-12-12,95.08,95.92,94.08,94.93,150339
2019-12-13,94.88,96.52,94.24,95.87,352998
2019-12-16,95.35,96.82,94.95,96.41,191290
2019-12-17,95.39,96.25,94.42,95.29,457957
2019-12-18,95.07,97.07,94.52,96.52,415662
2019-12-19,96.78,98.64,96.37,98.23,646826
2019-12-20,97.57,101.11,96.75,100.26,901416
2019-12-23,99.63,101.07,99.24,100.68,138816
2019-12-24,101.08,104.01,100.29,103.2,1588681
2019-12-25,103.78,104.58,103.18,103.99,646076
2019-12-26,104.68,105.57,103.57,104.46,372853
2019-12-27,103.48,105.11,102.95,104.57,242735
2019-12-30,104.47,105.27,102.97,103.77,574362
2019-12-31,104.22,104.88,102.8,103.46,354607
2020-01-01,102.78,104.18,102.19,103.58,93238
2020-01-02,102.97,103.68,102.46,103.17,352659
2020-01-03,103.04,104.13,102.14,103.22,191244
2020-01-06,102.74,103.16,100.3,100.71,651929
2020-01-07,101.37,102.48,100.8,101.9,313983
2020-01-08,101.96,102.38,99.55,99.96,431002
2020-01-09,99.69,100.7,99.19,100.2,227641
2020-01-10,99.7,101.19,98.87,100.36,138571
2020-01-13,100.49,101.13,99.63,100.26,252759
2020-01-14,100.4,100.85,99.14,99.59,187718
2020-01-15,99.22,101.17,98.65,100.59,409311
2020-01-16,100.49,101.97,99.79,101.26,361214
2020-01-17,101.07,102.8,100.48,102.2,340550
2020-01-20,101.41,101.83,101.03,101.45,527744
2020-01-21,101.59,103.06,101.26,102.73,284677
2020-01-22,102.82,103.73,100.64,101.53,352233
2020-01-23,101.72,102.23,101.36,101.87,301398
2020-01-24,102.33,103.06,99.86,100.58,520667
2020-01-27,100.64,102.32,99.78,101.45,592100
2020-01-28,101.66,102.22,99.84,100.39,220536
2020-01-29,100.42,102.4,99.67,101.64,538179
2020-01-30,100.71,101.5,98.88,99.66,260925
2020-01-31,99.45,99.86,97.8,98.21,697378
2020-02-03,98.61,99.31,97.27,97.96,353282
2020-02-04,97.72,98.77,97.05,98.1,386493
2020-02-05,97.93,99.97,97.61,99.64,838101
2020-02-06,99.47,100.15,99.14,99.82,140114
2020-02-07,101.16,102.0,99.71,100.54,180727
2020-02-10,100.17,100.78,98.77,99.38,467208
2020-02-11,98.49,99.92,97.56,98.99,257762
2020-02-12,98.11,98.91,97.2,98.0,510430
2020-02-13,98.13,99.08,96.83,97.77,159999
2020-02-14,97.38,98.82,96.43,97.87,147115
2020-02-17,97.71,98.15,96.65,97.09,114952
2020-02-18,97.39,98.48,96.52,97.6,155521
2020-02-19,97.98,99.05,97.28,98.34,410884
2020-02-20,97.95,98.32,95.81,96.17,498580
2020-02-21,97.26,97.77,94.28,94.77,443468
2020-02-24,95.61,96.39,93.1,93.87,185881
2020-02-25,94.74,95.44,92.54,93.23,139514
2020-02-26,93.48,94.19,92.48,93.19,74828
2020-02-27,93.3,94.11,92.48,93.29,148215
2020-02-28,93.4,94.24,91.27,92.09,757139
2020-03-02,92.6,93.25,91.09,91.73,169105
2020-03-03,90.81,91.82,89.96,90.97,489795
2020-03-04,91.62,92.53,91.17,92.08,306564
2020-03-05,92.54,93.09,91.25,91.8,296971
2020-03-06,92.0,92.56,90.48,91.04,256928
2020-03-09,91.53,92.36,90.89,91.71,273761
2020-03-10,91.92,92.66,90.32,91.05,329912
2020-03-11,90.69,91.29,88.66,89.25,393678
2020-03-12,89.46,89.82,88.48,88.83,411028
2020-03-13,89.16,90.03,87.23,88.08,332095
2020-03-16,87.69,88.52,86.02,86.84,364199
2020-03-17,86.72,87.54,86.23,87.05,262712
2020-03-18,87.0,87.87,86.32,87.19,156391
2020-03-19,86.86,88.01,86.2,87.35,184270
2020-03-20,88.09,90.19,87.53,89.61,567281
2020-03-23,89.81,90.37,88.55,89.11,285857
2020-03-24,88.98,89.8,85.9,86.7,743476
2020-03-25,87.37,88.04,85.44,86.09,169904
2020-03-26,85.94,86.28,85.22,85.56,588043
2020-03-27,83.95,86.49,83.4,85.93,153389
2020-03-30,85.12,87.6,84.35,86.81,329453
2020-03-31,86.75,87.25,86.49,86.98,118394
2020-04-01,87.49,88.23,84.25,84.97,647317
2020-04-02,85.43,85.99,83.99,84.55,297061
2020-04-03,84.27,85.0,83.54,84.28,243495
2020-04-06,84.35,84.99,82.32,82.95,676755
2020-04-07,82.73,84.22,82.16,83.64,306203
2020-04-08,83.18,83.97,82.43,83.22,485226
2020-04-09,83.76,84.1,81.99,82.32,548985
2020-04-10,82.92,83.3,81.81,82.18,134324
2020-04-13,81.8,82.56,80.49,81.24,768415
2020-04-14,81.35,81.85,80.77,81.27,148184
2020-04-15,80.72,82.64,80.04,81.95,402530
2020-04-16,82.11,82.55,81.28,81.72,141465
2020-04-17,82.02,82.56,80.18,80.71,636077
2020-04-20,80.95,81.52,78.9,79.46,185235
2020-04-21,80.11,80.47,79.27,79.64,149254
2020-04-22,79.81,80.12,78.57,78.88,292609
2020-04-23,78.99,79.59,78.0,78.59,120230
2020-04-24,78.96,79.64,77.21,77.88,242062
2020-04-27,77.79,78.27,77.0,77.48,519587
2020-04-28,77.11,79.02,76.5,78.4,1009462
2020-04-29,77.73,78.16,77.31,77.75,348031
2020-04-30,77.89,78.59,77.0,77.7,150083
2020-05-01,76.77,77.12,76.42,76.77,262325
2020-05-04,76.96,77.4,75.89,76.33,127865
2020-05-05,76.27,76.95,75.31,75.99,215026
2020-05-06,75.92,76.54,75.01,75.63,426576
2020-05-07,76.41,76.97,74.93,75.48,158877
2020-05-08,74.69,75.18,74.06,74.56,261303
2020-05-11,73.87,74.85,73.32,74.29,199857
2020-05-12,73.52,76.19,72.85,75.51,383900
2020-05-13,75.27,76.01,74.03,74.77,1034469
2020-05-14,74.7,75.89,74.26,75.44,533297
2020-05-15,76.11,77.9,75.5,77.28,640717
2020-05-18,76.52,77.72,75.9,77.09,361633
2020-05-19,76.2,78.81,75.7,78.3,491570
2020-05-20,78.47,78.98,76.68,77.18,530109
2020-05-21,77.7,78.93,77.06,78.29,305065
2020-05-22,78.25,79.05,77.7,78.49,81304
2020-05-25,78.77,80.29,78.09,79.6,692276
2020-05-26,79.12,79.44,78.5,78.82,238422
2020-05-27,78.69,79.25,78.43,78.98,378888
2020-05-28,78.8,79.57,77.22,77.98,439729
2020-05-29,79.06,79.43,77.34,77.7,394439
2020-06-01,77.3,78.06,75.47,76.21,389701
2020-06-02,75.65,76.56,75.25,76.16,182268
2020-06-03,76.06,76.4,75.11,75.44,668845
2020-06-04,75.13,75.65,74.34,74.86,363116
2020-06-05,74.62,76.24,73.96,75.58,359942
2020-06-08,74.94,75.28,73.26,73.59,256218
2020-06-09,73.57,74.21,72.19,72.82,295301
2020-06-10,72.28,72.75,71.6,72.06,399857
2020-06-11,73.1,73.76,71.73,72.39,487657
2020-06-12,72.4,73.84,71.91,73.34,659313
2020-06-15,73.87,74.57,72.46,73.15,122115
2020-06-16,72.55,73.41,71.89,72.75,229394
2020-06-17,72.38,74.11,71.98,73.7,530573
2020-06-18,73.65,74.65,73.08,74.08,319018
2020-06-19,73.58,74.49,73.17,74.08,87172
2020-06-22,74.17,75.49,73.74,75.05,442720
2020-06-23,74.4,75.77,73.79,75.14,253157
2020-06-24,75.99,76.31,74.32,74.64,505713
2020-06-25,74.58,76.1,74.21,75.73,429443
2020-06-26,75.05,76.77,74.32,76.04,96219
2020-06-29,76.69,77.16,75.02,75.48,340089
2020-06-30,74.87,75.17,74.3,74.6,412148
2020-07-01,74.33,75.13,73.72,74.52,207149
2020-07-02,74.76,75.27,74.24,74.76,344602
2020-07-03,74.51,74.94,74.1,74.53,108548
2020-07-06,74.27,74.9,73.45,74.07,357888
2020-07-07,73.38,74.66,72.86,74.14,227838
2020-07-08,74.38,76.0,74.0,75.62,452060
2020-07-09,76.71,77.34,75.33,75.94,256965
2020-07-10,76.28,77.05,75.66,76.43,355072
2020-07-13,76.12,76.63,75.86,76.37,358008
2020-07-14,75.79,77.28,75.28,76.76,348646
2020-07-15,76.28,77.13,75.95,76.79,83501
2020-07-16,76.88,78.09,76.24,77.44,105069
2020-07-17,77.03,77.89,76.45,77.31,314427
2020-07-20,77.33,78.19,76.99,77.85,398889
2020-07-21,77.29,78.51,76.74,77.96,54183
2020-07-22,78.1,79.3,77.45,78.64,174530
2020-07-23,78.85,79.49,76.91,77.53,704969
2020-07-24,76.89,77.63,76.51,77.24,218770
2020-07-27,77.27,79.54,76.69,78.95,1032054
2020-07-28,79.01,81.34,78.23,80.55,173211
2020-07-29,80.81,83.49,80.32,82.98,904789
2020-07-30,82.87,83.93,82.4,83.46,177808
2020-07-31,84.11,84.79,82.55,83.22,277368
2020-08-03,82.61,84.66,82.04,84.07,185310
2020-08-04,84.58,85.14,83.06,83.61,264278
2020-08-05,83.99,85.27,83.36,84.63,327574
2020-08-06,85.77,86.52,82.97,83.7,422014
2020-08-07,83.91,84.71,83.66,84.45,679275
2020-08-10,84.9,85.53,82.29,82.9,1082129
2020-08-11,82.59,83.59,81.95,82.95,99912
2020-08-12,82.26,85.41,81.55,84.67,364806
2020-08-13,85.13,85.45,82.66,82.97,437313
2020-08-14,83.08,84.04,82.4,83.36,84316
2020-08-17,83.43,84.06,82.29,82.91,580507
2020-08-18,82.04,84.92,81.59,84.46,1299200
2020-08-19,84.72,85.0,82.46,82.73,799870
2020-08-20,82.9,83.5,80.88,81.47,553623
2020-08-21,82.18,84.46,81.43,83.7,554802
2020-08-24,83.5,84.23,82.57,83.3,159456
2020-08-25,82.91,83.9,82.2,83.19,145705
2020-08-26,82.8,83.5,82.12,82.82,211107
2020-08-27,82.65,83.78,82.29,83.41,342540
2020-08-28,84.09,84.49,82.67,83.06,208827
2020-08-31,82.86,83.18,82.53,82.85,296807
2020-09-01,81.6,82.41,81.18,81.98,366628
2020-09-02,82.03,82.57,81.63,82.17,110949
2020-09-03,82.77,83.44,81.96,82.63,271497
2020-09-04,82.56,84.06,82.22,83.72,251360
2020-09-07,83.32,84.81,82.79,84.28,254363
2020-09-08,85.18,85.74,84.09,84.64,302241
2020-09-09,85.5,86.0,84.1,84.59,178600
2020-09-10,84.11,86.48,83.58,85.94,445817
2020-09-11,85.27,85.98,84.0,84.7,469929
2020-09-14,85.28,86.04,83.44,84.19,473089
2020-09-15,83.72,84.44,83.04,83.76,190494
2020-09-16,83.43,83.84,82.59,83.0,363570
2020-09-17,82.53,83.8,81.98,83.24,219771
2020-09-18,83.87,84.64,82.24,83.01,231596
2020-09-21,83.04,84.31,82.35,83.61,207243
2020-09-22,83.52,83.79,82.33,82.59,147935
2020-09-23,82.19,83.2,81.69,82.7,107290
2020-09-24,83.19,84.42,82.83,84.05,283331
2020-09-25,84.48,85.0,82.69,83.21,242732
2020-09-28,83.67,84.37,82.03,82.72,729689
2020-09-29,82.17,83.46,81.7,82.99,169207
2020-09-30,82.28,83.03,81.59,82.35,374407
2020-10-01,82.48,82.84,81.38,81.73,283433
2020-10-02,82.02,82.69,80.57,81.23,330203
2020-10-05,81.51,81.82,80.68,80.98,429424
2020-10-06,81.77,82.12,79.89,80.23,387441
2020-10-07,80.13,83.7,79.4,82.95,759572
2020-10-08,83.6,83.85,81.79,82.04,263583
2020-10-09,81.18,82.37,80.62,81.81,183959
2020-10-12,81.2,83.88,80.83,83.5,1401776
2020-10-13,83.68,84.48,82.75,83.55,171478
2020-10-14,83.7,84.19,83.15,83.64,177852
2020-10-15,84.02,84.56,81.29,81.82,296125
2020-10-16,82.71,83.21,82.04,82.55,217099
2020-10-19,82.57,83.61,81.98,83.02,452309
2020-10-20,83.05,83.47,82.59,83.02,98567
2020-10-21,82.87,83.45,81.52,82.1,375328
2020-10-22,82.01,82.55,81.09,81.62,499339
2020-10-23,82.2,82.58,81.18,81.56,181927
2020-10-26,81.48,82.74,81.23,82.49,365960
2020-10-27,82.69,83.44,82.01,82.76,264203
2020-10-28,82.68,83.41,80.05,80.76,827558
2020-10-29,80.84,81.58,78.6,79.32,557245
2020-10-30,79.75,80.16,78.39,78.81,342553
2020-11-02,79.02,80.22,78.56,79.76,649502
2020-11-03,80.64,81.43,77.47,78.24,355977
2020-11-04,78.29,78.84,77.62,78.17,190682
2020-11-05,78.59,78.91,77.52,77.83,296297
2020-11-06,77.15,78.01,76.74,77.6,165435
2020-11-09,77.76,78.85,77.36,78.45,269098
2020-11-10,78.65,80.1,78.0,79.44,324958
2020-11-11,79.13,80.2,78.5,79.56,138311
2020-11-12,80.17,80.71,77.45,77.97,643295
2020-11-13,78.14,79.43,77.52,78.81,461068
2020-11-16,78.54,80.51,77.9,79.85,484450
2020-11-17,80.28,80.9,78.48,79.08,667992
2020-11-18,79.92,80.38,77.86,78.31,429727
2020-11-19,77.84,80.3,77.14,79.59,912295
2020-11-20,79.97,80.69,78.09,78.81,255472
2020-11-23,79.23,80.18,78.79,79.74,385164
2020-11-24,79.19,80.41,78.87,80.08,283236
2020-11-25,80.09,81.18,79.73,80.81,665437
2020-11-26,80.38,81.36,79.89,80.88,207262
2020-11-27,81.42,82.16,80.84,81.57,117906
2020-11-30,82.27,82.73,79.52,79.98,656101
2020-12-01,80.18,80.95,78.38,79.13,274264
2020-12-02,79.94,80.52,77.75,78.33,106398
2020-12-03,77.96,78.58,77.16,77.77,249154
2020-12-04,78.33,78.88,77.17,77.71,121854
2020-12-07,76.85,78.57,76.42,78.13,213379
2020-12-08,78.15,79.38,77.47,78.69,407766
2020-12-09,78.88,79.63,76.65,77.39,880287
2020-12-10,77.86,78.43,76.94,77.52,134679
2020-12-11,77.35,77.83,76.52,77.0,256679
2020-12-14,77.01,77.48,75.73,76.19,342179
2020-12-15,76.51,77.92,75.99,77.4,600282
2020-12-16,76.81,77.75,76.18,77.11,248178
2020-12-17,77.6,77.94,76.9,77.24,129642
2020-12-18,77.47,77.72,76.27,76.51,425774
2020-12-21,77.19,77.54,76.66,77.02,469384
2020-12-22,77.02,77.35,76.25,76.58,155396
2020-12-23,76.95,77.23,75.68,75.96,370901
2020-12-24,76.42,76.91,74.87,75.35,183941
2020-12-25,75.49,76.46,75.08,76.04,478368
2020-12-28,75.75,77.71,75.46,77.41,1005960
2020-12-29,77.28,78.24,77.03,77.99,522617
2020-12-30,79.49,79.97,76.05,76.52,406061
2020-12-31,76.39,76.62,75.98,76.21,260739
2021-01-01,76.55,78.66,76.26,78.37,422000
2021-01-04,78.97,79.33,78.36,78.71,456645
2021-01-05,79.19,79.47,78.14,78.4,480105
2021-01-06,78.62,79.16,78.04,78.58,130960
2021-01-07,78.5,79.22,76.81,77.52,431468
2021-01-08,77.8,78.23,76.92,77.36,185914
2021-01-11,76.84,77.28,76.32,76.75,491053
2021-01-12,77.0,77.24,76.24,76.47,126577
2021-01-13,75.89,77.21,75.66,76.97,522784
2021-01-14,77.43,78.35,76.96,77.87,445615
2021-01-15,77.85,78.24,76.64,77.03,692301
2021-01-18,76.77,77.42,75.19,75.83,294992
2021-01-19,75.09,76.59,74.69,76.19,205776
